sr,dms_code,exam_centre_name,venue_address,pincode,region,state,city,venue_status,blacklist_info,ffa_frequency,deo_remarks_summary,suspicious_summary,call_log_summary,market_remark,final_analysis,reason
4323,WST-MP-2554,JAI SATI MAA COMPUTER INSTITUTE,"RAJKUMARI GALI KE PASS, NEW SANIK COLONY, WARD NO 28, SHUBASH NAGAR",476001.0,WEST,MADHYA PRADESH,MORENA,INACTIVE,,0,,,,Doubtful (Reviews < 10),Good,Good
4324,WST-MP-2560,PANDIT NEHRU COLLEGE BANMORE,"INDUSTRIAL AREA, AB ROAD, BANMORE, MORENA (M.P)",476444.0,WEST,MADHYA PRADESH,MORENA,ACTIVE,,0,,,"PC Changed(1), Power Related(32)",,Average,"PC Changed(1), Power Related(32)"
4325,WST-MP-2580,SANSKAR COMPUTER CENTER,"SANSKAR COMPUTER CENTER, AMBAH BYPASS ROAD-MORENA",476001.0,WEST,MADHYA PRADESH,MORENA,INACTIVE,,0,,,,,Good,Good
4326,WST-MP-2887,GOVERNMENT ITI MORENA,"NEAR TEKARI AB ROAD, MORENA,476001
",476001.0,WEST,MADHYA PRADESH,MORENA,ACTIVE,,0,,,"PC Changed(3), Power Related(21)",,Average,"PC Changed(3), Power Related(21)"
4327,WST-MP-2889,GOVERNMENT ITI SABALGARH,"DEVPUR PUCHHARI, SABALGARH, DIST- MORENA .MP
",476229.0,WEST,MADHYA PRADESH,MORENA,ACTIVE,,0,,,"PC Changed(2), Power Related(16)",,Average,"PC Changed(2), Power Related(16)"
4328,WST-MP-2562,"SUNRISE SCHOOL MULTAI,","NEAR RAILWAY STATION, SANTARA MANDI, TAPTI WARD-MULTAI",460661.0,WEST,MADHYA PRADESH,MULTAI,ACTIVE,,0,,,"PC Changed(5), Power Related(1)",,Average,"PC Changed(5), Power Related(1)"
4329,WST-MP-2122,UNIQUE ASSESSMENT CENTER,"IN FRONT OF BADI PAHADIYA GATE, ITARSI ROAD , HOSHANGABAD, MADHYA PRADESH",461001.0,WEST,MADHYA PRADESH,NARMADAPURAM (HOSHANGABAD),ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
4330,WST-MP-2504,GOVERNMENT DIVISIONAL ITI NARMADAPURAM(HOSHANGABAD),GOVERNMENT ITI COLLEGE ITARSI ROAD NARMADAPURAM (HOSHANGABAD),461001.0,WEST,MADHYA PRADESH,NARMADAPURAM (HOSHANGABAD),ACTIVE,,0,,,Power Related(24),,Average,Power Related(24)
4331,WST-MP-2380,GOVERNMENT ITI GADARWARA,"NEAR SHANI MANDIR, VIVEKANANDA WARD, BODARI ROAD, GADARWARA, MADHYA PRADESH",487551.0,WEST,MADHYA PRADESH,NARSINGHPUR,ACTIVE,,0,,,"PC Changed(5), Power Related(3)",,Average,"PC Changed(5), Power Related(3)"
4332,WST-MP-2165,GYANODAYA INSTITUTE OF MANAGEMENT & TECHNOLOGY,"GRAM KANAWATI , TEHSIL - NEEMUCH , DIST - NEEMUCH - MP",458441.0,WEST,MADHYA PRADESH,NEEMUCH,ACTIVE,,0,,,Power Related(1),Doubtful (Reviews < 10),Average,Power Related(1)
4333,WST-MP-2385,GOVERNMENT ITI NEEMUCH,VILLAGE DUNGLAVADA,458441.0,WEST,MADHYA PRADESH,NEEMUCH,ACTIVE,,0,,,"PC Changed(2), Power Related(2)",,Average,"PC Changed(2), Power Related(2)"
4334,WST-MP-2386,GOVERNMENT ITI PANNA,"GOVERNMENT ITI, BESIDE KRASHI ANUSANDHAN KENDRA, PANNA,",488001.0,WEST,MADHYA PRADESH,PANNA,ACTIVE,,0,,,"PC Changed(1), Power Related(12)",,Average,"PC Changed(1), Power Related(12)"
4335,WST-MP-2387,GOVERNMENT ITI RAISEN,"VILLAGE PATHARI ,NEAR NEW JAIL RAISEN, STATE: MADHYA PRADESH,",464551.0,WEST,MADHYA PRADESH,RAISEN,ACTIVE,,0,,,Power Related(9),,Average,Power Related(9)
4336,WST-MP-2567,SAM GLOBAL UNIVERSITY,"SAM GLOBAL UNIVERSITY, VILLAGE-AGARIYA CHOPDA, BHOPAL RAISEN ROAD, DISTT -RAISEN,",425107.0,WEST,MADHYA PRADESH,RAISEN,INACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
4337,WST-MP-2166,MAHARSHI DAYANAND SARASWATI PVT ITI BIAORA,"NEW HOSHPITAL ROAD BIAORA, PIN : 465674, LANDMARK : SDM OFFICE BIAORA, RAJGADH, MP",465674.0,WEST,MADHYA PRADESH,RAJGARH,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
4338,WST-MP-2167,SANSKAR PVT ITI BIAORA,"SHIRIRAM COMPLEX RAJGARH BYPASS CHOURAHA, BIAORA PIN CODE",465674.0,WEST,MADHYA PRADESH,RAJGARH,ACTIVE,,0,,,,,Good,Good
4339,WST-MP-2551,MAHARSHI DAYANAND SARASWATI INSTITUTE,"NEW HOSHPITAL ROAD BIAORA, PIN : 465674, LANDMARK : SDM OFFICE BIAORA, RAJGADH, MP",465674.0,WEST,MADHYA PRADESH,RAJGARH,ACTIVE,,0,,,"PC Changed(7), Power Related(17)",Doubtful (Reviews < 10),Average,"PC Changed(7), Power Related(17)"
4340,WST-MP-2552,SANSKAR COMPUTERS,"SHIRIRAM COMPLEX RAJGARH BYPASS CHOURAHA, BIAORA PIN CODE :",465674.0,WEST,MADHYA PRADESH,RAJGARH,INACTIVE,,0,,,,,Good,Good
4341,WST-MP-2555,SAFAL ACADEMY,"ANAND VIHAR COLONY , NARSINGHAGH ROAD,OPPOSITE BHARAT PETROL PUMP,KURAWAR-RAJGARH",465667.0,WEST,MADHYA PRADESH,RAJGARH,INACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
4342,WST-MP-2814,PRAGYAN PRIVATE ITI BIAORA RAJGARH ,NEAR PRABHAT BREAD FACTORY OLD A.B ROAD BIAORA. PIN: 465674.,465674.0,WEST,MADHYA PRADESH,RAJGARH,ACTIVE,,0,,,,,Good,Good
4343,WST-MP-2872,GOVERNMENT MODEL ITI RAJGARH,"WARD NO 08 BINOVA BHAVE WARD NEAR SANKAT MOCHAN MANCHIR RAJGARH 465661
",465661.0,WEST,MADHYA PRADESH,RAJGARH,ACTIVE,,0,,,"PC Changed(2), Power Related(11)",,Average,"PC Changed(2), Power Related(11)"
4344,WST-MP-2168,MARUTI COLLEGE OF PROFFESSIONAL STUDIES,"NEAR SATRUNDA , MHOW NEEMUCH ROAD , RATLAM",457441.0,WEST,MADHYA PRADESH,RATLAM,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
4345,WST-MP-2256,"SRAJAN INSTITUTE OF TECHNOLOGY , MANAGEMENT AND SCIENCE","JOARA ROAD, INDUSSTRIAL AREA RATLAM",457001.0,WEST,MADHYA PRADESH,RATLAM,ACTIVE,,0,,,"PC Changed(6), Power Related(3)",Doubtful (Reviews < 10),Average,"PC Changed(6), Power Related(3)"
4346,WST-MP-2868,GOVERNMENT ITI RATLAM,"NEAR SAJJAN MILL ,SAILANA ROAD, RATLAM-457001
",457001.0,WEST,MADHYA PRADESH,RATLAM,ACTIVE,,0,,,,,Good,Good
4347,WST-MP-2169,PENTIUM POINT TECHNICAL COLLEGE,"KARAHIYA, SEMARIYA ROAD, REWA(MP)",486003.0,WEST,MADHYA PRADESH,REWA,INACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
4348,WST-MP-2170,SHRI B.P. COMPUTER ACADEMY,"NEAR JANTA COLLEGE, WARD NO. 10, ANANTPUR, REWA(MP)",486001.0,WEST,MADHYA PRADESH,REWA,ACTIVE,,0,,Suspicious Activity Observed At Venue(1),"PC Changed(14), Power Related(43)",Doubtful (Reviews < 10),Sensitive Venue,Suspicious Activity Observed At Venue(1)
4349,WST-MP-2866,GOVERNMENT DIVISIONAL ITI REWA,"NEAR MODEL H.S SCHOOL STADIUM ROAD, BODA BAG REWA 486001
",486001.0,WEST,MADHYA PRADESH,REWA,ACTIVE,,0,,,Power Related(5),Good (Rating >=4 & Reviews >=10),Average,Power Related(5)
4350,WST-MP-2171,ADINA INSTITUTE OF SCIENCE & TECHNOLOGY,NEAR LEHDARA NAKA NH-86 BHOPAL ROAD ROAD SAGAR,470002.0,WEST,MADHYA PRADESH,SAGAR,ACTIVE,,1,,,"PC Changed(2), Power Related(7)",Doubtful (Reviews < 10),Sensitive Venue,Found in FFA
4351,WST-MP-2172,GYANSAGAR COLLEGE OF ENGINEERING,"N.H.26,NARSINGHPUR ROAD VILL- SIRONJA SAGAR",470001.0,WEST,MADHYA PRADESH,SAGAR,INACTIVE,,0,,,,,Good,Good
4352,WST-MP-2173,GYANVEER INSTITUTE OF MANAGEMENT & SCIENCE,"RAJGHAT ROAD TILLI SAGAR, TILLI TIGADDA",470002.0,WEST,MADHYA PRADESH,SAGAR,ACTIVE,,0,,,"PC Changed(5), Power Related(28)",Doubtful (Reviews < 10),Average,"PC Changed(5), Power Related(28)"
4353,WST-MP-2174,INFINITY MANAGEMENT & ENGINEERING COLLEGE,PATHARIYA JAAT SAGAR,470004.0,WEST,MADHYA PRADESH,SAGAR,INACTIVE,,0,,,,Doubtful (Reviews < 10),Good,Good
4354,WST-MP-2175,NOBLE COLLEGE,"DIVYA JYOTI SHIKSHA SAMITI NOBLE COLLEGE CAMPUS,RAJAKHEDI,MAKRONIA SAGAR(M.P.)",470004.0,WEST,MADHYA PRADESH,SAGAR,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
4355,WST-MP-2176,S.S.H.C. JAIN INSTITUTE OF MANAGEMENT & RESEARCH,"N.H.26,NARSINGHPUR ROAD BEHIND MPEB,MAKRONIYA SAGAR(M.P.)",470003.0,WEST,MADHYA PRADESH,SAGAR,ACTIVE,,0,,,,,Good,Good
4356,WST-MP-2177,SWAMI VIVEKANAND UNIVERSITY,"SIRONJA, NEAR JYOTI PETROL PUMP, SAGAR",470001.0,WEST,MADHYA PRADESH,SAGAR,INACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
4357,WST-MP-2815,SHEETAL SKILL DEVELOPMENT CENTER,"NEAR PT. RAVISHANKAR GIRLS SCHOOL,RAJIV NAGAR WARD SAGAR(M.P.)-470002",470002.0,WEST,MADHYA PRADESH,SAGAR,ACTIVE,,0,,,"PC Changed(2), Power Related(1)",Average (Rating <4 & Reviews >=10),Average,"PC Changed(2), Power Related(1)"
4358,WST-MP-2819,DPS PRIVATE ITI SAGAR,"BEHIND HOTEL BRIJ PALACE,MAKRONIA STATION ROAD,GAMBHIRIYA,MAKRONIYA, SAGAR, MADHYA PRADESH",470004.0,WEST,MADHYA PRADESH,SAGAR,ACTIVE,,0,,,"PC Changed(2), Power Related(3)",,Average,"PC Changed(2), Power Related(3)"
4359,WST-MP-2888,GOVERNMENT ITI SAGAR,"KHURAI ROAD, SHASTRI WARD , NEAR VIDYASAGAR BUS STAND SAGAR (MP). 470002
",470002.0,WEST,MADHYA PRADESH,SAGAR,ACTIVE,,0,,Suspicious Activity Observed At Venue(1),Power Related(9),,Sensitive Venue,Suspicious Activity Observed At Venue(1)
4360,WST-MP-2178,ADITYA COLLEGE OF TECHNOLOGY & SCIENCE SATNA,"ADITYA COLLEGE OF TECHNOLOGY & SCIENCE 95 MAHADEVA ROAD,SHERGANJ,SATNA(M.P)",485001.0,WEST,MADHYA PRADESH,SATNA,ACTIVE,,0,,,"D Mapping(2), PC Changed(10), Power Related(37)",Doubtful (Reviews < 10),Average,"D Mapping(2), PC Changed(10), Power Related(37)"
4361,WST-MP-2179,AKS UNIVERSITY,"AKS UNIVERSITY,PANNA ROAD ,SHERGANJ SATNA (M.P)",485001.0,WEST,MADHYA PRADESH,SATNA,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
4362,WST-MP-2180,SHRI RAMA KRISHNA COLLEGE OF COMMERCE & SCIENCE SATNA,NEAR BJP OFFICE BHARHUT NAGAR ( M.P ),485001.0,WEST,MADHYA PRADESH,SATNA,INACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
4363,WST-MP-2181,"SHRI RAMAKRISHNA COLLEGE OF POLYTECHNINC & MANAGEMENT SATNA,","CHANDI MATA TEMPLE ROAD,KARHI PAWAI SATNA ( M.P.)",485001.0,WEST,MADHYA PRADESH,SATNA,ACTIVE,,0,,,,,Good,Good
4364,WST-MP-2182,VINDHYA INSTITUTE OF TECHNOLOGY & SCIENCE SATNA,KARHI ROAD AMOUDHA SATNA ( M.P),485002.0,WEST,MADHYA PRADESH,SATNA,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
4365,WST-MP-2550,DEENDAYAL RESEARCH INSTITUTE,"UDYAMITA VIDYAPEETH,NEAR SPHATICSHILLA MOD,CHITRAKOOT,SATNA ( M.P)",485334.0,WEST,MADHYA PRADESH,SATNA,ACTIVE,,0,,,Power Related(3),Doubtful (Reviews < 10),Average,Power Related(3)
4366,WST-MP-2583,MAA MEERA CONVANT HIGHER SECONDARY SCHOOL,"NEAR VAISHNO DEVI TEMPLE, DALIBABA ROAD,SATNA",485001.0,WEST,MADHYA PRADESH,SATNA,ACTIVE,,0,,,"PC Changed(4), Power Related(20)",,Average,"PC Changed(4), Power Related(20)"
4367,WST-MP-2257,SWAMI VIVEKANAND COLLEGE OF PROFESSIONAL STUDIES,AWADHPURI COLONY SEHORE (MP) PIN: 466001 LANDMARK : NEAR GIRLS GOVERNMENT. COLLEGE,466001.0,WEST,MADHYA PRADESH,SEHORE,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
4368,WST-MP-2259,IES PUBLIC SCHOOL,"ITC CHAUPAL, IES CAMPUS NEAR, RAFIQUEGANJ, MADHYA PRADESH",466001.0,WEST,MADHYA PRADESH,SEHORE,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
4369,WST-MP-2378,GOVERNMENT EKLAVYA ITI,"EKLAVYA GOVERNMENT. ITI CHAKLADI, TEHSIL REHTI, DISTT-SEHORE, STATE: MADHYA PRADESH",466446.0,WEST,MADHYA PRADESH,SEHORE,ACTIVE,,0,,,"PC Changed(7), Power Related(8)",,Average,"PC Changed(7), Power Related(8)"
4370,WST-MP-2581,DR.AMBEDKAR GOVT WOMENS ITI SEHORE,"DR. AMBEDKAR GOVERNMENT. WOMEN ITI,BEHIND AWASIYA KHELKOOD GROUND,NEAR BHOPAL NAKA,SEHORE (M.P.",466001.0,WEST,MADHYA PRADESH,SEHORE,ACTIVE,,0,,,"PC Changed(1), Power Related(13)",,Average,"PC Changed(1), Power Related(13)"
4371,WST-MP-2873,SEVA RAM TARA RAMSHIKSHA SAMITI,"SUBHASH NAGAR COLONY,RAILWAY STATION ROAD, SEHORE-466001
",466001.0,WEST,MADHYA PRADESH,SEHORE,INACTIVE,,0,,,"PC Changed(3), Power Related(6)",,Average,"PC Changed(3), Power Related(6)"
4372,WST-MP-2183,CEREBRAL HEIGHTS COMPUTER,"CHC COLLEGE,CHHINDWARA CHOWK, MATH ROAD, TILAK WARD,SEONI M.P.",480661.0,WEST,MADHYA PRADESH,SEONI,ACTIVE,,0,,,,Doubtful (Reviews < 10),Good,Good
4373,WST-MP-2184,COMPUTER VEDAS,"LANE 3,HOUSING BOARD COLONY ,BARAPATHAR ,SEONI .",480661.0,WEST,MADHYA PRADESH,SEONI,INACTIVE,,0,,,"PC Changed(3), Power Related(5)",Doubtful (Reviews < 10),Average,"PC Changed(3), Power Related(5)"
4374,WST-MP-2816,GOVERNMENT ITII SEONI,"GOVERNMENT. ITI CAMPUS, BARGHAT BYPASS SQUARE, BARGHAT ROAD CHHIDIYA PALARI, SEONI MP-480661",480661.0,WEST,MADHYA PRADESH,SEONI,ACTIVE,,0,,,Power Related(12),Average (Rating <4 & Reviews >=10),Average,Power Related(12)
4375,WST-MP-2185,RAJIV GANDHI INSTITUTE OF COMPUTER - SHAHDOL,"BESIDE RAJENDRA TALKIES, KAMDHENU BHAVAN, SHAHDOL MP",484001.0,WEST,MADHYA PRADESH,SHAHDOL,ACTIVE,,0,,,"PC Changed(1), Power Related(14)",Doubtful (Reviews < 10),Average,"PC Changed(1), Power Related(14)"
4376,WST-MP-2890,GOVERNMENT DIVISIONAL ITI SHAHDOL,"REWA ROAD, SOHAGPUR SHAHDOL 484001 MP
",484001.0,WEST,MADHYA PRADESH,SHAHDOL,ACTIVE,,0,,,Power Related(2),Doubtful (Reviews < 10),Average,Power Related(2)
4377,WST-MP-2258,"HOLKAR PVT. ITI , KALAPIPAL",SHARMA COLONY NEAR KRISHI UPAJ MANDI ROAD KALAPIPAL,465337.0,WEST,MADHYA PRADESH,SHAJAPUR,ACTIVE,,0,,,,,Good,Good
4378,WST-MP-2544,HOLKAR INTERNATIONAL SCHOOL,SHARMA COLONY NEAR KRISHI UPAJ MANDI ROAD KALAPIPAL,465337.0,WEST,MADHYA PRADESH,SHAJAPUR,ACTIVE,,0,,,"PC Changed(3), Power Related(15)",,Average,"PC Changed(3), Power Related(15)"
4379,WST-MP-2186,SHRI RADHE PRIVATE ITI,PALI ROAD RAIPURA BARDHA LINK ROAD SHEOPUR,476337.0,WEST,MADHYA PRADESH,SHEOPUR,ACTIVE,,0,,,"PC Changed(1), Power Related(2)",,Average,"PC Changed(1), Power Related(2)"
4380,WST-MP-2521,SHRI RADHE COMPUTER CENTER,PALI ROAD RAIPURA BARDHA LINK ROAD SHEOPUR,476337.0,WEST,MADHYA PRADESH,SHEOPUR,ACTIVE,,0,,,"PC Changed(16), Power Related(15)",,Average,"PC Changed(16), Power Related(15)"
4381,WST-MP-2582,GOVERNMENT ITI - SHEOPUR,"SHEOPUR BYPASS ROAD , BEHIND POLYTECHNIC COLLEGE, SHEOPUR MP",476337.0,WEST,MADHYA PRADESH,SHEOPUR,ACTIVE,,0,,,,,Good,Good
4382,WST-MP-2187,NEW RADIANT COLLEGE,"GRAM KAKARWAYA. CRPF CIAT CAMPUS, SHIVPURI MP",473551.0,WEST,MADHYA PRADESH,SHIVPURI,INACTIVE,,0,,,Power Related(2),,Average,Power Related(2)
4383,WST-MP-2260,SAHARA PVT ITI,"VIVEKANAND PURAM, BEHIND TV TOWER",473551.0,WEST,MADHYA PRADESH,SHIVPURI,ACTIVE,,0,,,,,Good,Good
4384,WST-MP-2505,NEW CIFINET PVT. ITI,"NAWAB SAHAB ROAD, SHIVPURI",473551.0,WEST,MADHYA PRADESH,SHIVPURI,INACTIVE,,0,,,,,Good,Good
4385,WST-MP-2545,CHITRANSH GROUP,"VIVEKANAND PURAM, BEHIND TV TOWER",473551.0,WEST,MADHYA PRADESH,SHIVPURI,INACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
4386,WST-MP-2553,GOVERNMENT ITI SHIVPURI,"JHANSI ROAD,NEAR GUNA BYPASS , SHIVPURI, MADHYA PRADESH",473551.0,WEST,MADHYA PRADESH,SHIVPURI,ACTIVE,,0,,,"PC Changed(5), Power Related(8)",,Average,"PC Changed(5), Power Related(8)"
4387,WST-MP-2188,KAMLA MEMORIAL COLLEGE,"NEAR GOPAL DAS DAM, PADRA, SIDHI(MP).",486661.0,WEST,MADHYA PRADESH,SIDHI,ACTIVE,,0,,,Power Related(2),Doubtful (Reviews < 10),Average,Power Related(2)
4388,WST-MP-2189,SIT COLLEGE,"JAMODI SENGRAN, SIDHI(MP).",486661.0,WEST,MADHYA PRADESH,SIDHI,INACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
4389,WST-MP-2869,GOVERNMENT ITI SINGRAULI,"VILL-TELAI,POST-KACHANI,DISTRICT-SINGRAULI(M.P.)
",486887.0,WEST,MADHYA PRADESH,SINGRAULI,ACTIVE,,0,,,Power Related(12),,Average,Power Related(12)
4390,WST-MP-2190,AMRIT VIDHYAPEETH B.ED COLLEGE,"VINDHYA NAGAR- WAIDHAN ROAD,NEAR NEELAM HOTEL, SINGRAULI",486885.0,WEST,MADHYA PRADESH,SINGROULI,ACTIVE,,0,,,"PC Changed(2), Power Related(14)",,Average,"PC Changed(2), Power Related(14)"
4391,WST-MP-2191,SHRI RAWATPURA SARKAR PVT ITI,"BEHIND BAIKUNTHI, BAIKUNTHI CHAKRA BYPASS ROAD, TIKAMGARH",472001.0,WEST,MADHYA PRADESH,TIKAMGARH,INACTIVE,,0,,,,,Good,Good
4392,WST-MP-2391,GOVERNMENT ITI TIKAMGARH,NEAR CHHATRASHAL DWAR MAU ROAD TIKAMGARH,472001.0,WEST,MADHYA PRADESH,TIKAMGARH,ACTIVE,,0,,,,,Good,Good
4393,WST-MP-2392,SHARP COMPUTER CENTRE,"OPP PUSHPA SCHOOL, JHANSI ROAD, TIKAMGARH, MP",472001.0,WEST,MADHYA PRADESH,TIKAMGARH,ACTIVE,,0,,,"PC Changed(4), Power Related(12)",Doubtful (Reviews < 10),Average,"PC Changed(4), Power Related(12)"
4394,WST-MP-2548,SHRI RAWATPURA SARKAR INSTITUTE TIKAMGARH,"BEHIND BAIKUNTHI, BAIKUNTHI CHAKRA BYPASS ROAD, TIKAMGARH",472001.0,WEST,MADHYA PRADESH,TIKAMGARH,INACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
4395,WST-MP-2871,GOVERNMENT ITI TIKAMGARH,"CHHATARSAAL GATE, NEAR NEW BUS STAND MAU ROAD, TIKAMGARH-472001
",472001.0,WEST,MADHYA PRADESH,TIKAMGARH,ACTIVE,,0,,,Power Related(5),,Average,Power Related(5)
4396,WST-MP-2192,ALPINE INSTITUTE OF TECHNOLOGY,"GRAM CHANDESARA, DEWAS ROAD, UJJAIN MP",456010.0,WEST,MADHYA PRADESH,UJJAIN,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
4397,WST-MP-2193,KADAMBINI COMPUTER INSTITUTE ( VSIPS ),"SECTOR - A , MAHA NANDA NAGAR ,NEAR BY BASKET BALL ARENA VIKRAM UNIVERSITY, UJJAIN, MADHYA PRADESH",456010.0,WEST,MADHYA PRADESH,UJJAIN,ACTIVE,,0,,,,,Good,Good
4398,WST-MP-2194,MAHAKAL INSTITUTE OF TECHNOLOGY,"BEHIND AIR STRIP , DATANA , DEWAS ROAD , UJJAIN MP",456664.0,WEST,MADHYA PRADESH,UJJAIN,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
4399,WST-MP-2195,PRASHANTI GROUP OF INSTITUTION,"9 SAKET NAGAR, GRAM GANGEDI NEAR MAHAVEER TAPO BHOMI, INDORE ROAD UJJAIN",456006.0,WEST,MADHYA PRADESH,UJJAIN,ACTIVE,,0,,,"PC Changed(19), Power Related(39)",Doubtful (Reviews < 10),Average,"PC Changed(19), Power Related(39)"
4400,WST-MP-2564,"BHARATIYA VIDYA BHAVAN GANDHI INSTITUTE OF COMPUTER EDUCATION & INFORMATION TECHNOLOGY , UJJAIN","33-A, BEHIND DAWA BAZAR, VIVEKANAND COLONY, SINDHI COLONY, UJJAIN, MADHYA PRADESH",456010.0,WEST,MADHYA PRADESH,UJJAIN,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
4401,WST-MP-2870,GOVERNMENT DIVISIONAL ITI UJJAIN,"GOVERNMENT ITI, MAKSI ROAD, UDDAYAN MARG, UJJAIN,456010
",456010.0,WEST,MADHYA PRADESH,UJJAIN,ACTIVE,,0,,,Power Related(11),,Average,Power Related(11)
4402,WST-MP-2263,SHITLA PRATAP SINGH (PVT) ITI,SHAHPURA ROAD SIGNAL TOLA UMARIA,484661.0,WEST,MADHYA PRADESH,UMARIA,ACTIVE,,0,,,,,Good,Good
4403,WST-MP-2549,SHITLA PRATAP SINGH COMPUTER TECHNOLOGY,SHAHPURA ROAD SIGNAL TOLA UMARIA,484661.0,WEST,MADHYA PRADESH,UMARIA,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
4404,WST-MP-2264,TECH WORLD COMPUTER INSTITUTE,"WORD NO 11 DAYANAND NAGAR SHANKAR NAGAR, VIDISHA, MADHYA PRADESH",464001.0,WEST,MADHYA PRADESH,VIDISHA,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
4405,WST-MH-1637,"PARIKRAMA POLYTECHNIC,KASHTI","SHRIGONDA - LONI VYANKANATH ROAD, KASHTI, AT POST KASHTI, TALUKA SHRIGONDA, AHMEDNAGAR (AHILYANAGAR) - 414701",414701.0,WEST,MAHARASHTRA,AHMEDNAGAR,ACTIVE,,0,,,"PC Changed(2), Power Related(4)",Average (Rating <4 & Reviews >=10),Average,"PC Changed(2), Power Related(4)"
4406,WST-MH-1654,SHRIKRISHNA TYPING AND COMPUTER INSTITUTE,"SHRIKRISHNA TYPING AND COMPUTER INSTITUTE,
OPP. SAMBODHI SCHOOL,
NEAR SIDDHI BAUG, DELHIGATE 
AHILYANAGAR 414001",414001.0,WEST,MAHARASHTRA,AHMEDNAGAR,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
4407,WST-MH-1756,ACHIEVERS INFOTECH,"C/O, SHRI BANSIBHAU MHASKE VIDYALAYA, TAKALI KAZI, NAGAR- JAMKHED ROAD, AHILYANAGAR, MAHARASHTRA 414201",414201.0,WEST,MAHARASHTRA,AHMEDNAGAR,ACTIVE,,0,,,"PC Changed(4), Power Related(10)",Good (Rating >=4 & Reviews >=10),Average,"PC Changed(4), Power Related(10)"
4408,WST-MH-2272,G. H. RAISONI COLLEGE OF ENGINEERING & MANAGEMENT,607/111 NAVJEEVAN LAMINGTON ROADAHMEDNAGAR,400008.0,WEST,MAHARASHTRA,AHMEDNAGAR,ACTIVE,,0,,,,Doubtful (Reviews < 10),Good,Good
4409,WST-MH-2274,"AKOLE TALUKA EDUCATION SOCIETY'S FACULTY OF POLYTECHNIC,AHMEDNAGAR","K.G. ROAD, SH44, AKOLE, MAHARASHTRA",422601.0,WEST,MAHARASHTRA,AHMEDNAGAR,ACTIVE,,0,,,Power Related(7),Doubtful (Reviews < 10),Average,Power Related(7)
4410,WST-MH-2275,"AMRUTVAHINI COLLEGE OF ENGINEERING COLLEGE,AHMEDNAGAR","NEAR PUNE NASHIK HIGHWAY, AHMADNAGAR, SANGAMNER, MAHARASHTRA",422608.0,WEST,MAHARASHTRA,AHMEDNAGAR,ACTIVE,,0,,,,Good (Rating >=4 & Reviews >=10),Good,Good
4411,WST-MH-2276,"G. H. RAISONI COLLEGE OF ENGINEERING & MANAGEMENT,AHMEDNAGAR","GATE NO. 1030, PUNE HIGHWAY. VILLAGE CHASS, JILHA PARISHAD, AHMEDNAGAR, MAHARASHTRA",414008.0,WEST,MAHARASHTRA,AHMEDNAGAR,ACTIVE,,0,,,"PC Changed(12), Power Related(11)",Doubtful (Reviews < 10),Average,"PC Changed(12), Power Related(11)"
4412,WST-MH-2277,"KAI. SAU. SUNITATAI EKNATHRAO DHAKANE POLYTECHNIC COLLEGE,SHEVGAON,AHMEDNAGAR","DHAKNE SANKUL, AT POST- RAKSHI, TAL: SHEVGAON, DIST- AHILYANAGAR (AHMEDNAGAR ) MAHARASHTRA 414503",414503.0,WEST,MAHARASHTRA,AHMEDNAGAR,ACTIVE,,0,,,"PC Changed(2), Power Related(16)",Doubtful (Reviews < 10),Average,"PC Changed(2), Power Related(16)"
4413,WST-MH-2278,"PADMASHRI DR. VITTHALRAO VIKHE PATIL, INSTITUTE OF TECHNOLOGY & ENGINEERING,LONI,AHMEDNAGAR","A/P LONI, TAL. RAHATA, DIST. AHMEDNAGAR",413736.0,WEST,MAHARASHTRA,AHMEDNAGAR,ACTIVE,,0,,,,Average (Rating <4 & Reviews >=10),Good,Good
